run_id,run_at,config_name,config_description,period,timeframe,data_status,data_candles,data_period,dynamic_positions,dynamic_threshold,min_score,indicators,symbol,initial_balance,final_balance,profit_30d,profit_60d,profit_90d,total_trades,winning_trades,losing_trades,neutral_skipped,total_signals,win_rate,avg_win_pct,avg_loss_pct,total_return_pct,max_drawdown_pct,profit_factor,sharpe_approx
bt_20260305_235321_xag_v3_exp,2026-03-05T23:53:21.443745,xag_v3_exp,JSON: XAG v3 Experimental - RSI/Momentum only,all,60m,GOOD,4113,5 months,True,0.2,0.15,"RSI,Momentum",XAG,10000.0,9672.0,1857.02,-1439.15,-513.66,515,187,328,897,515,36.3,35.97,-21.39,-3.28,40.1,0.96,-0.27
