run_id,run_at,config_name,config_description,period,timeframe,data_status,data_candles,data_period,dynamic_positions,dynamic_threshold,min_score,indicators,symbol,initial_balance,final_balance,profit_30d,profit_60d,profit_90d,total_trades,winning_trades,losing_trades,neutral_skipped,total_signals,win_rate,avg_win_pct,avg_loss_pct,total_return_pct,max_drawdown_pct,profit_factor,sharpe_approx
bt_20260302_235603_btc_scalp_trend,2026-03-02T23:56:03.721552,btc_scalp_trend,JSON: BTC Scalp Trend 5m - RSI/MAC/Momentum,recent,60m,LIMITED,7063,~1 month,True,0.15,0.15,"RSI,MACD,Momentum",BTC,10000.0,10610.0,125.91,610.01,610.01,57,24,33,354,411,42.1,10.73,-4.51,6.1,6.41,1.73,3.11
